Date,Average of Temp (F),Max of Temp (F),Min of Temp (F),Average of RH (%),Average of Dewpt (F),Average of Wind Spd (mph),Sum of Precip (in),Location,Lat,Lon,Elev,Month,Day,Year,MaxT7,MaxT14,MaxT21,MinT7,MinT14,MinT21,AvgT7,AvgT14,AvgT21,AvgT28,Rain7,Rain10,Rain14,Rain17,Rain21,Rain24,Rain28,MaxR7,MaxR14,MaxR21,MaxR2d7,MaxR2d14,MaxR2d21,Rain7d7,Rain7d14,Ran7d21,Ran14d7,Rain14d14,Rain14d21,Rain21d7,Rain21d14,Rain21d21
7/11/2015,70.79166667,77,62,70.66666667,60.66666667,5.166666667,0.03,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,11,2015,83,83,84,54,53,53,68.13095238,66.47916667,67.73015873,67.8110119,0.83,0.83,1.64,2.78,3.18,3.59,7.15,0.49,0.62,1.01,0.76,0.79,1.14,0.81,1.54,3.97,2.35,5.51,4.77,6.32,6.31,5.18
7/12/2015,74.91666667,82,69,75.33333333,66.45833333,6.208333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,12,2015,83,83,84,54,53,53,68.10119048,66.84226191,67.94246032,67.82738095,0.86,0.86,1.67,2.81,2.9,3.48,6.78,0.49,0.62,1.01,0.76,0.79,1.14,0.81,1.23,3.88,2.04,5.11,5.08,5.92,6.31,5.08
7/13/2015,76.58333333,85,68,77.20833333,68.79166667,9.458333333,0.42,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,13,2015,83,83,83,54,53,53,68.3452381,67.31547619,67.90277778,67.82589286,0.86,0.86,1.65,1.8,2.9,3.21,6.18,0.49,0.62,1.01,0.76,0.79,1.14,0.79,1.25,3.28,2.04,4.53,4.72,5.32,5.97,5.08
7/14/2015,71.95833333,82,61,70.70833333,61.91666667,12.54166667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,14,2015,85,85,85,54,53,53,68.65476191,67.95238095,67.93055556,67.95982143,0.79,1.28,1.45,2.09,3.23,3.63,4.04,0.42,0.49,1.01,0.76,0.79,1.14,0.66,1.78,0.81,2.44,2.59,4.77,3.25,6.55,5.17
7/15/2015,65.75,74,59,61.04166667,51.58333333,8.416666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,15,2015,85,85,85,54,53,53,70.00595238,68.36309524,67.88293651,68.20238095,0.52,1.28,1.28,2.09,3.23,3.32,4.04,0.42,0.49,1.01,0.42,0.76,1.14,0.76,1.95,0.81,2.71,2.76,4.77,3.52,6.72,5.17
7/16/2015,67.58333333,74,58,82.45833333,62.04166667,7.666666667,0.97,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,16,2015,85,85,85,58,53,53,70.78571429,68.80952381,67.68055556,68.26190476,0.45,1.28,1.28,2.07,3.23,3.32,3.9,0.42,0.49,1.01,0.42,0.76,1.14,0.83,1.95,0.67,2.78,2.62,4.77,3.45,6.72,5.17
7/17/2015,80.08333333,91,71,76.25,71.66666667,7.791666667,0.06,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,17,2015,85,85,85,58,54,53,71.1547619,69.34226191,67.625,68.18154762,1.42,1.76,2.25,2.42,3.19,4.2,4.6,0.97,0.97,0.97,0.97,0.97,1.14,0.83,0.94,1.41,1.77,2.35,5.51,3.18,6.45,6.18
7/18/2015,78.375,87,73,80.41666667,71.875,8.166666667,0.54,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,18,2015,91,91,91,58,54,53,72.52380952,70.32738095,68.49404762,68.92857143,1.48,1.55,2.31,2.31,3.12,4.26,4.66,0.97,0.97,0.97,1.03,1.03,1.03,0.83,0.81,1.54,1.64,2.35,5.51,3.18,6.32,6.31
7/19/2015,78,85,65,68.08333333,66.125,8.125,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,19,2015,91,91,91,58,54,53,73.60714286,70.85416667,69.09722222,69.35863095,1.99,2.02,2.85,2.85,3.66,4.8,4.89,0.97,0.97,0.97,1.03,1.03,1.03,0.86,0.81,1.23,1.67,2.04,5.11,2.9,5.92,6.31
7/20/2015,75.5,84,64,68.33333333,63.91666667,8.583333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,20,2015,91,91,91,58,54,53,74.04761905,71.19642857,69.55952381,69.4389881,1.99,2.02,2.85,2.85,3.64,3.79,4.89,0.97,0.97,0.97,1.03,1.03,1.03,0.86,0.79,1.25,1.65,2.04,4.53,2.9,5.32,5.97
7/21/2015,73.625,81,66,53.83333333,55.08333333,8.458333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,21,2015,91,91,91,58,54,53,73.89285714,71.27380952,69.93253968,69.42113095,1.57,2.02,2.36,2.85,3.02,3.66,4.8,0.97,0.97,0.97,1.03,1.03,1.03,0.79,0.66,1.78,1.45,2.44,2.59,3.23,3.25,6.55
7/22/2015,73.5,82,65,54.25,55.29166667,4.958333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,22,2015,91,91,91,58,54,53,74.13095238,72.06845238,70.28571429,69.44494048,1.57,1.99,2.09,2.85,2.85,3.66,4.8,0.97,0.97,0.97,1.03,1.03,1.03,0.52,0.76,1.95,1.28,2.71,2.76,3.23,3.52,6.72
7/23/2015,74.875,84,64,56.58333333,57.79166667,4.083333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,23,2015,91,91,91,58,58,53,75.23809524,73.01190476,70.95238095,69.56994048,1.57,1.99,2.02,2.85,2.85,3.64,4.8,0.97,0.97,0.97,1.03,1.03,1.03,0.45,0.83,1.95,1.28,2.78,2.62,3.23,3.45,6.72
7/24/2015,76.20833333,83,65,61.66666667,61.625,6.75,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,24,2015,91,91,91,64,58,54,76.2797619,73.7172619,71.6547619,69.78869048,0.6,1.57,2.02,2.36,2.85,3.02,3.79,0.54,0.97,0.97,1.03,1.03,1.03,1.42,0.83,0.94,2.25,1.77,2.35,3.19,3.18,6.45
7/25/2015,78.79166667,91,70,70.125,67.95833333,7.791666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,25,2015,87,91,91,64,58,54,75.72619048,74.125,72.12698413,70.30208333,0.54,1.57,2.02,2.09,2.85,2.85,3.66,0.54,0.97,0.97,0.6,1.03,1.03,1.48,0.83,0.81,2.31,1.64,2.35,3.12,3.18,6.32
7/26/2015,74.5,80,66,71.08333333,64.54166667,4.958333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,26,2015,91,91,91,64,58,54,75.78571429,74.69642857,72.49801587,70.76934524,0,1.57,1.99,2.02,2.85,2.85,3.66,0,0.97,0.97,0.54,1.03,1.03,1.99,0.86,0.81,2.85,1.67,2.04,3.66,2.9,5.92
7/27/2015,77.91666667,87,68,65.875,64.58333333,8.666666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,27,2015,91,91,91,64,58,54,75.28571429,74.66666667,72.55952381,70.99107143,0,0.6,1.99,2.02,2.85,2.85,3.64,0,0.97,0.97,0,1.03,1.03,1.99,0.86,0.79,2.85,1.65,2.04,3.64,2.9,5.32
7/28/2015,80.91666667,90,69,67.375,68.625,5.916666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,28,2015,91,91,91,64,58,54,75.63095238,74.76190476,72.72619048,71.35714286,0,0.54,1.57,2.02,2.36,2.85,3.02,0,0.97,0.97,0,1.03,1.03,1.57,0.79,0.66,2.36,1.45,2.44,3.02,3.23,3.25
7/29/2015,79.5,87,70,56.70833333,61,10.83333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,29,2015,91,91,91,64,58,54,76.67261905,75.40178571,73.6031746,71.88244048,0,0,1.57,1.99,2.09,2.85,2.85,0,0.97,0.97,0,1.03,1.03,1.57,0.52,0.76,2.09,1.28,2.71,2.85,3.23,3.52
7/30/2015,77.95833333,88,65,49.375,56.125,11.625,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,30,2015,91,91,91,64,58,58,77.52976191,76.38392857,74.51785714,72.59672619,0,0,1.57,1.99,2.02,2.85,2.85,0,0.97,0.97,0,1.03,1.03,1.57,0.45,0.83,2.02,1.28,2.78,2.85,3.23,3.45
7/31/2015,76.91666667,86,67,47.83333333,54.29166667,12.16666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,7,31,2015,91,91,91,65,64,58,77.9702381,77.125,75.13492063,73.23363095,0,0,0.6,1.57,2.02,2.36,2.85,0,0.54,0.97,0,1.03,1.03,0.6,1.42,0.83,2.02,2.25,1.77,2.85,3.19,3.18
8/1/2015,76.45833333,86,64,53.25,57.70833333,10.95833333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,1,2015,91,91,91,65,64,58,78.07142857,76.89880952,75.44047619,73.61309524,0,0,0.54,1.57,2.02,2.09,2.85,0,0.54,0.97,0,0.6,1.03,0.54,1.48,0.83,2.02,2.31,1.64,2.85,3.12,3.18
8/2/2015,79.625,90,67,66.95833333,66.91666667,13.66666667,0.53,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,2,2015,90,91,91,64,64,58,77.73809524,76.76190476,75.71031746,73.80803571,0,0,0,1.57,1.99,2.02,2.85,0,0,0.97,0,0.54,1.03,0,1.99,0.86,1.99,2.85,1.67,2.85,3.66,2.9
8/3/2015,73.625,82,67,57.29166667,55.75,10.04166667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,3,2015,90,91,91,64,64,58,78.4702381,76.87797619,75.93452381,74.03720238,0.53,0.53,0.53,1.13,2.52,2.55,3.38,0.53,0.53,0.97,0.53,0.53,1.03,0,1.99,0.86,1.99,2.85,1.65,2.85,3.64,2.9
8/4/2015,72.20833333,81,61,55.375,54.20833333,7.583333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,4,2015,90,91,91,64,64,58,77.85714286,76.74404762,75.79365079,74.00892857,0.53,0.53,0.53,1.07,2.1,2.55,2.89,0.53,0.53,0.97,0.53,0.53,1.03,0,1.57,0.79,1.57,2.36,1.45,2.36,3.02,3.23
8/5/2015,72.75,81,62,60.5,57.04166667,5.875,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,5,2015,90,91,91,61,61,58,76.61309524,76.64285714,75.80555556,74.35565476,0.53,0.53,0.53,0.53,2.1,2.52,2.62,0.53,0.53,0.97,0.53,0.53,1.03,0,1.57,0.52,1.57,2.09,1.28,2.09,2.85,3.23
8/6/2015,73.5,82,66,66.125,60.70833333,7.208333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,6,2015,90,91,91,61,61,58,75.64880952,76.58928571,76.13888889,74.80059524,0.53,0.53,0.53,0.53,2.1,2.52,2.55,0.53,0.53,0.97,0.53,0.53,1.03,0,1.57,0.45,1.57,2.02,1.28,2.02,2.85,3.23
8/7/2015,74.29166667,82,64,60.20833333,59,8.416666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,7,2015,90,91,91,61,61,61,75.01190476,76.49107143,76.42063492,75.10416667,0.53,0.53,0.53,0.53,1.13,2.1,2.55,0.53,0.53,0.54,0.53,0.53,1.03,0,0.6,1.42,0.6,2.02,2.25,2.02,2.85,3.19
8/8/2015,73.58333333,81,68,73.16666667,64.33333333,7.166666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,8,2015,90,91,91,61,61,61,74.63690476,76.35416667,76.14484127,75.23958333,0.53,0.53,0.53,0.53,1.07,2.1,2.55,0.53,0.53,0.54,0.53,0.53,0.6,0,0.54,1.48,0.54,2.02,2.31,2.02,2.85,3.12
8/9/2015,72.875,80,67,80.54166667,66.41666667,4.708333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,9,2015,90,90,91,61,61,61,74.22619048,75.98214286,75.91666667,75.33928571,0.53,0.53,0.53,0.53,0.53,2.1,2.52,0.53,0.53,0.53,0.53,0.53,0.54,0,0,1.99,0,1.99,2.85,1.99,2.85,3.66
8/10/2015,74.58333333,84,69,77.79166667,67.08333333,6,0.02,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,10,2015,82,90,91,61,61,61,73.26190476,75.86607143,75.67261905,75.26636905,0,0.53,0.53,0.53,0.53,1.13,2.52,0,0.53,0.53,0.53,0.53,0.53,0.53,0,1.99,0.53,1.99,2.85,2.52,2.85,3.64
8/11/2015,72.33333333,81,65,63.45833333,58.66666667,6.625,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,11,2015,84,90,91,61,61,61,73.39880952,75.62797619,75.62896825,75.19494048,0.02,0.55,0.55,0.55,0.55,1.09,2.12,0.02,0.53,0.53,0.02,0.53,0.53,0.53,0,1.57,0.53,1.57,2.36,2.1,2.36,3.02
8/12/2015,71.16666667,80,62,65.91666667,58.91666667,5.083333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,12,2015,84,90,91,62,61,61,73.41666667,75.01488095,75.56746032,75.20833333,0.02,0.55,0.55,0.55,0.55,0.55,2.12,0.02,0.53,0.53,0.02,0.53,0.53,0.53,0,1.57,0.53,1.57,2.09,2.1,2.09,2.85
8/13/2015,75.70833333,84,66,62.20833333,61.375,10,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,13,2015,84,90,91,62,61,61,73.19047619,74.41964286,75.45634921,75.40178571,0.02,0.02,0.55,0.55,0.55,0.55,2.12,0.02,0.53,0.53,0.02,0.53,0.53,0.53,0,1.57,0.53,1.57,2.02,2.1,2.02,2.85
8/14/2015,77.875,89,68,69.25,66.75,9.625,0.21,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,14,2015,84,90,91,62,61,61,73.50595238,74.25892857,75.49603175,75.69196429,0.02,0.02,0.55,0.55,0.55,0.55,1.15,0.02,0.53,0.53,0.02,0.53,0.53,0.53,0,0.6,0.53,0.6,2.02,1.13,2.02,2.85
8/15/2015,76.70833333,90,68,75.125,68.04166667,5.5,0.14,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,15,2015,89,90,91,62,61,61,74.01785714,74.32738095,75.57539683,75.61309524,0.23,0.23,0.76,0.76,0.76,0.76,1.3,0.21,0.53,0.53,0.21,0.53,0.53,0.53,0,0.54,0.53,0.54,2.02,1.07,2.02,2.85
8/16/2015,79.75,88,71,68.83333333,67.875,6.875,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,16,2015,90,90,90,62,61,61,74.46428571,74.34523809,75.47619048,75.55357143,0.37,0.37,0.9,0.9,0.9,0.9,0.9,0.21,0.53,0.53,0.35,0.53,0.53,0.53,0,0,0.53,0,1.99,0.53,1.99,2.85
8/17/2015,76.58333333,87,69,73.95833333,67.20833333,7.041666667,0.12,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,17,2015,90,90,90,62,61,61,75.44642857,74.35416667,75.72619048,75.61607143,0.37,0.37,0.37,0.9,0.9,0.9,0.9,0.21,0.21,0.53,0.35,0.53,0.53,0,0.53,0,0.53,0.53,1.99,0.53,2.52,2.85
8/18/2015,73.20833333,83,68,81.70833333,67.16666667,8.708333333,0.4,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,18,2015,90,90,90,62,61,61,75.73214286,74.56547619,75.66269841,75.6547619,0.47,0.49,0.49,1.02,1.02,1.02,1.02,0.21,0.21,0.53,0.35,0.35,0.53,0.02,0.53,0,0.55,0.53,1.57,0.55,2.1,2.36
8/19/2015,69.5,75,62,71.33333333,59.41666667,13.16666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,19,2015,90,90,90,62,62,61,75.85714286,74.63690476,75.29563492,75.63988095,0.87,0.89,0.89,1.42,1.42,1.42,1.42,0.4,0.4,0.53,0.52,0.52,0.53,0.02,0.53,0,0.55,0.53,1.57,0.55,2.1,2.09
8/20/2015,65.08333333,73,59,63.04166667,51.54166667,13.75,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,20,2015,90,90,90,62,62,61,75.61904762,74.4047619,74.81944444,75.49702381,0.87,0.89,0.89,0.89,1.42,1.42,1.42,0.4,0.4,0.53,0.52,0.52,0.53,0.02,0.53,0,0.55,0.53,1.57,0.55,2.1,2.02
8/21/2015,70.70833333,82,56,60.875,55.625,8,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,21,2015,90,90,90,59,59,59,74.10119047,73.80357143,74.20634921,75.14732143,0.87,0.87,0.89,0.89,1.42,1.42,1.42,0.4,0.4,0.53,0.52,0.52,0.53,0.02,0.53,0,0.55,0.53,0.6,0.55,1.13,2.02
8/22/2015,71.875,80,60,59.25,56,10.45833333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,22,2015,90,90,90,56,56,56,73.07738095,73.54761905,73.91071428,74.95089286,0.66,0.87,0.89,0.89,1.42,1.42,1.42,0.4,0.4,0.53,0.52,0.52,0.53,0.23,0.53,0,0.76,0.53,0.54,0.76,1.07,2.02
8/23/2015,69.875,76,61,64.875,57.125,11.45833333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,23,2015,88,90,90,56,56,56,72.38690476,73.42559524,73.69246032,74.70386905,0.52,0.87,0.89,0.89,1.42,1.42,1.42,0.4,0.4,0.53,0.52,0.52,0.53,0.37,0.53,0,0.9,0.53,0,0.9,0.53,1.99
8/24/2015,64.16666667,74,55,55.70833333,47.33333333,14.04166667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,24,2015,87,90,90,56,56,56,70.97619047,73.21130952,73.2281746,74.53869048,0.52,0.87,0.89,0.89,0.89,1.42,1.42,0.4,0.4,0.4,0.52,0.52,0.53,0.37,0,0.53,0.37,0.53,0.53,0.9,0.53,2.52
8/25/2015,63.29166667,71,59,62.33333333,50.29166667,8.416666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,25,2015,83,90,90,55,55,55,69.20238095,72.4672619,72.77777778,74.04761905,0.4,0.66,0.87,0.89,0.89,1.42,1.42,0.4,0.4,0.4,0.52,0.52,0.52,0.47,0.02,0.53,0.49,0.55,0.53,1.02,0.55,2.1
8/26/2015,61.75,66,57,71.125,52.25,6.208333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,26,2015,82,90,90,55,55,55,67.78571429,71.82142857,72.3531746,73.41815476,0,0.52,0.87,0.89,0.89,1.42,1.42,0,0.4,0.4,0.4,0.52,0.52,0.87,0.02,0.53,0.89,0.55,0.53,1.42,0.55,2.1
8/27/2015,63.58333333,74,52,69.79166667,52.79166667,4.458333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,27,2015,82,90,90,55,55,55,66.67857143,71.14880952,71.82936508,72.78422619,0,0.52,0.87,0.89,0.89,0.89,1.42,0,0.4,0.4,0,0.52,0.52,0.87,0.02,0.53,0.89,0.55,0.53,1.42,0.55,2.1
8/28/2015,67.5,72,59,74.375,59.04166667,5.333333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,28,2015,82,90,90,52,52,52,66.46428571,70.28273809,71.35714286,72.27083333,0,0.4,0.87,0.87,0.89,0.89,1.42,0,0.4,0.4,0,0.52,0.52,0.87,0.02,0.53,0.89,0.55,0.53,1.42,0.55,1.13
8/29/2015,66.58333333,70,63,91,64,6.125,0.74,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,29,2015,80,90,90,52,52,52,66.00595238,69.54166667,71.03373016,71.93452381,0,0,0.66,0.87,0.89,0.89,1.42,0,0.4,0.4,0,0.52,0.52,0.66,0.23,0.53,0.89,0.76,0.53,1.42,0.76,1.07
8/30/2015,68.41666667,77,63,84.04166667,63.29166667,4.083333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,30,2015,76,88,90,52,52,52,65.25,68.81845238,70.70039682,71.58184524,0.74,0.74,1.26,1.61,1.63,1.63,2.16,0.74,0.74,0.74,0.74,0.74,0.74,0.52,0.37,0.53,0.89,0.9,0.53,1.42,0.9,0.53
8/31/2015,73.5,85,62,78.5,65.70833333,2.583333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,8,31,2015,77,87,90,52,52,52,65.04166667,68.00892857,70.48809524,71.18154762,0.74,0.74,1.26,1.61,1.63,1.63,1.63,0.74,0.74,0.74,0.74,0.74,0.74,0.52,0.37,0,0.89,0.37,0.53,0.89,0.9,0.53
9/1/2015,79.29166667,88,70,76.66666667,71.04166667,6.583333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,1,2015,85,85,90,52,52,52,66.375,67.78869048,70.43650794,71.17708333,0.74,0.74,1.14,1.4,1.61,1.63,1.63,0.74,0.74,0.74,0.74,0.74,0.74,0.4,0.47,0.02,0.87,0.49,0.55,0.89,1.02,0.55
9/2/2015,80.29166667,89,72,67.33333333,68.04166667,7.375,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,2,2015,88,88,90,52,52,52,68.66071429,68.22321429,70.76785714,71.43005952,0.74,0.74,0.74,1.26,1.61,1.63,1.63,0.74,0.74,0.74,0.74,0.74,0.74,0,0.87,0.02,0.87,0.89,0.55,0.89,1.42,0.55
9/3/2015,78.91666667,90,71,71.04166667,68.29166667,8.916666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,3,2015,89,89,90,52,52,52,71.30952381,68.99404762,71.20238095,71.69940476,0.74,0.74,0.74,1.26,1.61,1.63,1.63,0.74,0.74,0.74,0.74,0.74,0.74,0,0.87,0.02,0.87,0.89,0.55,0.89,1.42,0.55
9/4/2015,74.16666667,84,69,77.91666667,66.75,5.333333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,4,2015,90,90,90,59,52,52,73.5,69.98214286,71.35515873,71.89285714,0.74,0.74,0.74,1.14,1.61,1.61,1.63,0.74,0.74,0.74,0.74,0.74,0.74,0,0.87,0.02,0.87,0.89,0.55,0.89,1.42,0.55
9/5/2015,76.41666667,86,70,75.41666667,67.79166667,7.208333333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,5,2015,90,90,90,62,52,52,74.45238095,70.22916667,71.17857143,71.88839286,0.74,0.74,0.74,0.74,1.4,1.61,1.63,0.74,0.74,0.74,0.74,0.74,0.74,0,0.66,0.23,0.66,0.89,0.76,0.89,1.42,0.76
9/6/2015,81.66666667,92,72,59.75,65.70833333,9.666666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,6,2015,90,90,90,62,52,52,75.85714286,70.55357143,71.16468254,71.98958333,0,0.74,0.74,0.74,1.26,1.61,1.63,0,0.74,0.74,0.74,0.74,0.74,0.74,0.52,0.37,1.26,0.89,0.9,1.63,1.42,0.9
9/7/2015,81.125,87,76,63.375,67.58333333,6.625,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,7,2015,92,92,92,62,52,52,77.75,71.39583334,71.25595238,72.30357143,0,0.74,0.74,0.74,1.26,1.61,1.63,0,0.74,0.74,0,0.74,0.74,0.74,0.52,0.37,1.26,0.89,0.37,1.63,0.89,0.9
9/8/2015,73.95833333,81,68,85.91666667,69.58333333,8.541666667,1.04,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,8,2015,92,92,92,69,52,52,78.83928572,72.60714286,71.47222222,72.53720238,0,0.74,0.74,0.74,1.14,1.4,1.61,0,0.74,0.74,0,0.74,0.74,0.74,0.4,0.47,1.14,0.87,0.49,1.61,0.89,1.02
9/9/2015,68.79166667,76,61,67.58333333,56.45833333,6.25,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,9,2015,92,92,92,68,52,52,78.07738095,73.36904762,71.50793651,72.5952381,1.04,1.04,1.78,1.78,1.78,2.3,2.65,1.04,1.04,1.04,1.04,1.04,1.04,0.74,0,0.87,0.74,0.87,0.89,1.61,0.89,1.42
9/10/2015,63.08333333,73,56,82.83333333,57.54166667,5.5,0.21,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,10,2015,92,92,92,61,52,52,76.43452381,73.87202381,71.47420635,72.51041667,1.04,1.04,1.78,1.78,1.78,2.3,2.65,1.04,1.04,1.04,1.04,1.04,1.04,0.74,0,0.87,0.74,0.87,0.89,1.61,0.89,1.42
9/11/2015,60.5,66,54,77.25,53.33333333,10.625,0.17,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,11,2015,92,92,92,56,56,52,74.17261905,73.83630953,71.37896825,72.05952381,1.25,1.25,1.99,1.99,1.99,2.39,2.86,1.04,1.04,1.04,1.04,1.04,1.04,0.74,0,0.87,0.74,0.87,0.89,1.61,0.89,1.42
9/12/2015,56.79166667,64,50,65.29166667,44.83333333,10.45833333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,12,2015,92,92,92,54,54,52,72.2202381,73.33630953,70.89285714,71.4389881,1.42,1.42,2.16,2.16,2.16,2.16,2.82,1.04,1.04,1.04,1.04,1.04,1.04,0.74,0,0.66,0.74,0.66,0.89,1.4,0.89,1.42
9/13/2015,60,69,49,58.875,44.66666667,7.375,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,13,2015,92,92,92,50,50,50,69.41666667,72.63690476,70.17460318,70.72767857,1.42,1.42,1.42,2.16,2.16,2.16,2.68,1.04,1.04,1.04,1.04,1.04,1.04,0,0.74,0.52,0.74,1.26,0.89,1.26,1.63,1.42
9/14/2015,68.83333333,82,52,54.70833333,51.29166667,13.04166667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,14,2015,87,92,92,49,49,49,66.32142857,72.03571429,69.70436508,70.02232143,1.42,1.42,1.42,2.16,2.16,2.16,2.68,1.04,1.04,1.04,1.04,1.04,1.04,0,0.74,0.52,0.74,1.26,0.89,1.26,1.63,0.89
9/15/2015,71.75,82,63,52.5,52.875,11.41666667,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,15,2015,82,92,92,49,49,49,64.56547619,71.70238095,69.9265873,69.74553571,1.42,1.42,1.42,2.16,2.16,2.16,2.56,1.04,1.04,1.04,1.04,1.04,1.04,0,0.74,0.4,0.74,1.14,0.87,1.14,1.61,0.89
9/16/2015,70.95833333,82,57,55.875,53.83333333,10.95833333,0,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,16,2015,82,92,92,49,49,49,64.25,71.16369048,70.32936508,69.69345238,0.38,1.42,1.42,1.42,2.16,2.16,2.16,0.21,1.04,1.04,1.04,1.04,1.04,1.04,0.74,0,1.78,0.74,0.87,1.78,1.61,0.89
9/17/2015,72.125,85,61,71,61.91666667,11.45833333,0.36,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,17,2015,82,92,92,49,49,49,64.55952381,70.49702381,70.76785714,69.74553571,0.38,1.42,1.42,1.42,2.16,2.16,2.16,0.21,1.04,1.04,0.38,1.04,1.04,1.04,0.74,0,1.78,0.74,0.87,1.78,1.61,0.89
9/18/2015,70.25,74,67,91.625,67.79166667,7.125,2.41,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,18,2015,85,92,92,49,49,49,65.85119048,70.01190476,71.17460318,69.99702381,0.53,1.78,1.78,1.78,2.52,2.52,2.52,0.36,1.04,1.04,0.38,1.04,1.04,1.25,0.74,0,1.99,0.74,0.87,1.99,1.61,0.89
9/19/2015,62.45833333,70,54,70.875,52,9.791666667,0.05,CHICAGO OHARE INTL AP,41.995,-87.9336,662,9,19,2015,85,92,92,49,49,49,67.24404762,69.73214286,71.30555556,69.98065476,2.77,3.15,4.19,4.19,4.93,4.93,4.93,2.41,2.41,2.41,2.77,2.77,2.77,1.42,0.74,0,2.16,0.74,0.66,2.16,1.4,0.89
